titulo,clip,n_frames,texto
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0050,125,y hoy quizas para lincha freitas termina por encima de roberto por encima de su diable
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0051,175,y seguramente como este river que carece de ideas de sacarse juan encima de mostrar algo diferente a lo demas
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0052,100,lo vamos a pedir para que juegue el domingo contra velez en el amalfitani y es asi
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0053,150,y es asi esta perfecto porque viendo que yo tengo aun salas irreconocibles
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0054,125,salas no pueden controlar la pelota lo minimo que tenes que hacer para jugar en la primera division de un club
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0055,125,tener un buen control salas no pueden controlar la pelota salas no pueden controlar la pelota
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0056,150,ya no es que salas no choca no presiona lees ralarco ni siquiera puede controlar la pelota empeora todo
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0057,200,salas te empeora todo hoy por hoy salas empeora todo lo que toca todo ataque de river que va por el lado de sala
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0058,100,si tiene que descartar para atras o si tiene que girar que tarde un año un girar
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0059,100,termina en posesion del equipo rival y en este caso bueno de ciudad de bolivar
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0060,125,pero ahora el rival es indistinto porque paso con argentina y uyuno porque pasa con central
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0061,100,porque paso con rietra con todos estos equipos te pasa lo mismo con salas
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0062,125,despues roberto que hoy tuvo su segundo partido consecutivo como titular
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0063,175,un roberto flojo no te voy a mentir tampoco le voy a caer un pibio y que tiene su segundo partido como titular
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0064,175,despues de una larga lesion de rotura de cruzados y de un bache entre que un tecnico como michellis
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0065,125,te puso dos partidos hace dos goles te dejaron de poner te bajaron a reserva te lesionas
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0066,125,ahora con gallardo que hay que ver si sos del gusto de gallardo o te pone porque es lo que hay y a ver si lo salvas
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0067,125,y estas volviendo a remar en dulce leche a poco no le voy a caer un pibio si te voy a decir
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0068,150,las que tuvo para controlar a agustin roberto quizas muchos pensando que roberto le va a caer una le va a meter
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0069,150,y si estuvo flojo cuando espaldas recien hubo una que otra que estando ahi en tres cuartos
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0070,150,piboteo una con un taco para que patega albano faustovera ya no recuerdo pero despues si flojo
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0071,175,flojo el momento del que hoy tiene que lidiar con las lesiones o el rendimiento de sus compañeros
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0072,150,que es agustin roberto para ver si es el salvador de este river y hacer goles no otro partido que river termina
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0073,175,sin delanteros convirtiendo pero bueno de juan ferquintero ya estando hablando de lo que son los atacantes
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0074,125,digo es el mejor que tenemos en el plantel por eso creo que gallardo lo saca creo que juan ferpi el cambio
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0075,125,y termina entrando galopos pos penal porque no tenias otro que te armen una jugada distinta
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0076,175,creo que sin juan fer estabamos en los penales y juan fer es el unico que vuelva a repetir reaccion tras reaccion
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0077,75,vos por ahi me pones en comentarios me escribis por mi instra o me comentas en twitter
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0078,150,santi pero quintero era pero quintero esta bajo era mucho toma malas decisiones
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0079,100,quiero ahorrar con juan ferquintero engancha quiero que juan ferquintero se equivoque 100 veces enganche
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0080,125,y que pida 101 veces las pelotas es asi porque juan fer es el unico que con esos enganches cortitos
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0081,150,te saca un tipo encima patea a tres cuartos de cancha tiene pelota parada tiene gol asiste
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0082,150,y asi todo se confunde baja a 15 metros pide la pelota y a jugar de vuelta y lo ves a juan ferpobre
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0083,125,juan fer levanta la vista y no hay uno sacando galvan que se le acerque a decir venid juan fer
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0084,175,juega conmigo hacemos una pared todos estaticos los delanteros los laterales montiel y viña
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0085,175,casi jugando extremo como si fueramos el bayern munich y estan alla clavados y ninguno baja a recibir
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0086,150,una diagonal corta por dentro y juan fer si empieza a sacar genialidades como la que le dio a montiel
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0087,175,en el primer tiempo la que le filtra a fausto vera digo empieza a juan fer a meter esas filtraciones
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0088,125,que es un jordelito obviamente pero mirad lo mal que esta river que en el primer tiempo pateo
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0089,100,mas veces a largo pablo diaz pateo mas veces a largo que los delanteros o los volantes de river
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0090,150,un anibal moreno que tuvo que correr hoy hablando obviamente del rendimiento del numero 6 de river
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0091,150,que lo tenia que correr al pitu gonzalez un jugador de toda la vida el ascenso de anibal moreno
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0092,125,que viene de juan el palmeiras y de ser esa rueda que quiza nos faltaban la mitad de la cancha
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0093,125,siendo el 5 de river que lo corrio atras todo el partido a un jugador historico del ascenso
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0094,100,como es el dia de ciudad bolivar fausto vera que me gusto el primer tiempo
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0095,125,siendo que es una segunda guitarra en la mitad de la cancha que tiene que estar y tiene que seguir
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0096,125,jugando de titular el segundo tiempo no me gusto poco mas en precisos pero asi fausto vera
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0097,100,yo lo que si digo siempre es que el medio de river con anibal fausto y galvan
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0098,100,es lo que no hay que desarmar mas juan fer quintero yo creo que el resto puede jugar cualquiera
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0099,175,beltran en el arco nueva valle invicta se celebra obviamente por el pibes que no fue exigido casi
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0100,150,porque las que tuvo ciudad bolivar no fueron alarcos fueron jugadas obviamente
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0101,175,pero no lo hicieron exigirse montiel que si en el primer tiempo quiere hacer todo montiel
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0102,125,juega de 4 juega de 8 juega de 5 juega de 10 juega de 11 aparece de 9 corta por dentro
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0103,125,basta montiel juega de 4 y listo deja de querer meterte por los centrales
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0104,100,queda un hueco enorme atras tiene que otra vez replegar todo el equipo juega de 4
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0105,100,y anda hasta el fondo como el river del 20182019 que ayer te decia
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0106,125,vas por todo el carril de derecho y listo y no te metes a jugar de doble 5 de 4
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0107,125,vas exagando parece el lightona montiel basta quedate de 4 y alas concha la lora
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0108,100,porque eso es lo que te genera la desesperacion que montiel quiera hacer y aparecer por todos los lugares
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0109,150,ya esta sector derecho y punto que le den esa orden y del otro lado viña que lo puse en twitter
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0110,100,que fue antes de un cambio creo juega que ahora a la derecha y yo digo viña
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0111,100,juega seleccion de uruguay juega en la roma juega en la premier flamengo palmera
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0112,125,un centro espantoso pero ni siquiera con ganas y ahi donde me pongo a pensar y digo
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0113,100,que carajo le pasa a estos jugadores que ni siquiera pueden levantar la pelota
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0114,100,o como te hablo de salas que no puede controlar o girar que les pasa
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0115,100,que les pasa no se viste muchos hinchas te dicen chele estan haciendo una cama
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0116,75,y alla no estos jugadores no le pueden hacer una cama a nadie no le pueden hacer una cama a nadie
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0117,100,si despues la relacion esta bien o mal a mi me chupan yo creo que river gane
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0118,125,pero claramente quedan evidencias que alguien sobra o los jugadores que trajo gallardo
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0119,100,o el propio entrenador que hace un año y medio no le encuentra la vuelta no se
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0120,150,pero esto ya es indefendible al borde del papelon contra un equipo recien ahora creo que estan en el nacional b
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0121,100,si no me equivoco no lo perdon no lo tengo tan visto no estoy a mentir no lo tengo tan visto
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0122,125,el mismo rival que hayamos tenido en la copa argentina pasada que creo que en la copa argentina pasada
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0123,125,esta en el federal si no me equivoco pero es un papelon que river no se le caia ni ideas contra estos tipos
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0124,150,cuando te repito en otro momento te ibas al entretenpo dos a cero y que decis y si de lo que tiene que pasar
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0125,175,no no no ahora estas hasta el minuto 95 con 10 a ver si no te tiran un centro al segundo palo y estas en penales o lo perdiste
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0126,150,esa es la desesperacion y el dolor aca del pecho de la panza de la cabeza lo mental que decis
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0127,125,no se cuando river me deja gamba en cualquier momento subi a ver que a mi no me gusto como entro
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0128,125,una vez mas vienen teniendo una racha negativa distinta como habia aparecido en los amistosos
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0129,200,contra millonarios peñaron y compañia despues tambien en el torneo local driuse que aparentemente apunta a volver ahora contra velez
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0130,175,roberto que calculo y la hay de titular nuevamente colidio que entro y ahi tambien habla un poco de lo que es
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0131,125,los perdidos que esta gallardo no pablo diaz es nuevamente titular por rivero que hoy por hoy
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0132,125,los tres entrar vieron la jugada de pablo diaz que tiene para darse la beltrani tiene una media chilena y que si se la deja servida
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0133,175,al volante de ciudad bolivar bueno con eso te digo todo con ese gesto pablo diaz que juega colidio que juega
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0134,125,cuando supuestamente son los jugadores que estan en el mercado a vender siguen sumando minutos
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0135,125,freitas que hoy entra a salvarte cuando ni siquiera lo llevaste de viaje a la pertemporada que casi se va casul
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0136,150,solo dije recien eso habla que gallardo esta perdido le encina dentro de la cancha cuando anda a ser hace cuanto no juega
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0137,125,porque el otro dia juega 90 entra porque juan ferpi del cambio bueno asi esta este river que un dia sara
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0138,150,que un dia colidio que es driuse y que es roberto no no no es terrible que un dia cunha otro dia viña
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0139,175,que se yo y ahora pasa lo mismo con los defensores gallardo vio que rivero esta flojo pablo diaz a la cancha
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0140,150,no se si lo quieren vender o que pero pablo diaz de vuelta haciendo titular martinez cuarta con un error infantil
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0141,175,que casi te clavan no se realmente eh vas a mirar cualquier intercantri de pilar de escobar de tortuditas
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0142,125,no cierran como serro martinez cuarta en la jugada que casi te clava ciudad de bolivar
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0143,125,pero que si pone el pie un poquito mas para adentro estas sacando el medio y arrancas el partido 1 a 0
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0144,150,pero ni ahi se ranta el mal de manera a mater entonces por eso yo me pongo como me pongo viendo a este river
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0145,150,que ahora tenemos que ir a una cancha jodida como de sveles que ya venimos a otra cancha jodida como es argentinos
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0146,200,ver hasta cuando gallardo va a seguir o si los resultados lo sacan o si esperar un partido como voy a ver si perdia
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0147,150,y gallardo se va porque es insostenible este presente de river el proximo partido que le decia a river
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0148,200,que cada vez es peor los planteo los cambios la lista de convocados y demas ya no ya me enche las pelotas ya me enche las pelotas
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0149,175,es asi entonces uno como hincha asocio quiere pedir un cambio y el cambio no llega y no se cual sera ese cambio
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0150,200,un partido importante un superclasico perderlo en el monumental cosa que no quiero ni en invidas eso pero cual es el cambio
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0151,175,haber quedado eliminado hoy ir a penales hoy perder con veles y perder con van fiel la sudamericana
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0152,150,no se cual es el punto final de gallardo en river yo quiero un cambio ahora antes ya es un ciclo cumplidisimo
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0153,200,no se que estaban esperando los de arriba los de salko y corbata para invitarlo al dt a decir hasta aca llegamos
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0154,200,y vemos y con otro entrenador o cambia sobre la marcha esto yo no veo un año de river con buen puerto muchachos y muchachas
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0155,175,no se yo particularmente y ahora seguimos y bueno ya hay que seguir no se como pero hay que seguir
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0156,200,no se si me falto hablar de alguien se viene veles posiblemente vuelva como les comente de driussi
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0157,125,armani armani que tiene el de gallardo mas largo de la historia cuanto partido se ha perdido armani
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0158,100,cuando hablamos aca muchas veces de que river tiene que traer otro arquero no pero con armani estamos bien
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0159,125,y si va a cumplir 40 años en lo que armani cada vez le cueste mas recuperarse o tenga mas lesiones
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0160,175,y hay que ver como vuelve y hay que ver como vuelve que para mi beltran como digo no viene teniendo errores
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0161,175,mas alla de ese remate del piti martinez contra tiro ya era un quilombo pero digo tienen que ir a buscar un arquero en junio
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0162,175,que no lo hicieron ahora o era ledes malcaso mira sigo hablando de ledes me alla paso ya esta atajando 5 partidos en central
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0163,200,el tema del 9 que no se que carajo van a hacer pero bastan ya necesito un volantaz urgente porque no sabemos donde termina esto
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0164,200,y lo bueno como les digo que river gano y ni en pedo voy a hacer eso que dicen vamos river este tiene que ser el partido
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0165,175,que te de confianza las pelotas las pelotas no el partido punta pie que te de confianza tenia que ser el de argentino junior
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0166,175,tiene que ser ahora el domingo en cancha de velez ese es el partido que vos digas che loco a partir de aca
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0167,175,empecemos a hacer un equipo solido porque estamos hablando que river deberia estar primero o segundo en este grupo de la liga
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0168,175,y no no no no no river que sigue perdiendo contra todos que empata contra todos que cualquiera viene y le hace partido
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0169,225,que va al monumental y no sabe si ganas o perdes como era antes asi que bueno no tengo mas para decir solamente hacer la reaccion como era dos siempre
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0170,150,agradecerles a todos los que me escuchan me consumen y obviamente si no lo hiciste todavia por favor dale like suscribite y comentar
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0171,150,ahora venganse para kik y vamos a estar leyendo sus comentarios de aca youtube en kik hablamos en vivo cara a cara
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0172,175,de todo lo que tiene que ser de este post river 1 ciudad de bolivar 0 si hay algo que me olvide decir
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0173,125,dejame un comentario pues creo que te dije todo gente nos vemos en el proximo video seguramente la previa de bel river
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0174,150,volvemos con las previas que las tengo ahi me dieron olvidadas por falta de tiempo pero nos vamos a hacer un hueco para grabarselas
RIVER GAN SUFRIENDO VS CIUDAD DE BOLIVAR!!! ALIVIO,clip_0175,50,beso enorme gracias por mirar siempre chau chau
que pasó con Roberto,clip_0002,106,como empezo este video bueno hola youtube
que pasó con Roberto,clip_0003,75,no se ni como empezar este video
que pasó con Roberto,clip_0004,75,estuve pensando mucho tiempo en si hacer este video o no
que pasó con Roberto,clip_0005,75,y llegue a la conclusion de que si lo queria hacer
que pasó con Roberto,clip_0006,99,por una razon que se van a dar cuenta mas para el final del video
que pasó con Roberto,clip_0007,74,para los que no saben hace mas de un año aproximadamente
que pasó con Roberto,clip_0008,74,tenia un loro que se llamaba roberto
que pasó con Roberto,clip_0009,124,hice un par de videos con el pero despues de unos tres o cuatro meses de tenerlo fallecio
que pasó con Roberto,clip_0010,100,hasta el dia de hoy sigue viendo gente que me sigue preguntando por instagram
que pasó con Roberto,clip_0011,100,chemica donde esta roberto chemica como esta roberto hace mucho que no lo mostras
que pasó con Roberto,clip_0012,100,o sea hay gente que todavia ni se entero lo que paso y eso es porque yo nunca hice un posteo
que pasó con Roberto,clip_0013,125,no si lo avise yo dije en unas historias que dije que iba a estar un poco inactiva
que pasó con Roberto,clip_0014,74,quizas en los proximos dias pero no hice un posteo o no hice un video en youtube
que pasó con Roberto,clip_0015,99,como que no hice un comunicado mas oficial entonces hay gente que quizas no habia la historia
que pasó con Roberto,clip_0016,99,y sigue pensando que tipo sigo teniendo roberto la razon por la cual no lo publique
que pasó con Roberto,clip_0017,99,fue porque yo sabia que si yo lo publicaba la gente iba a empezar a hacer edits
que pasó con Roberto,clip_0018,124,y a ponerme cosas y yo lo ultimo que queria era ver cosas de el
que pasó con Roberto,clip_0019,100,de hecho mucha gente en twitter dijo no la hablemos del tema o no le pongan fotos
que pasó con Roberto,clip_0020,100,no le manden fotos o cosas asi porque quizas le hace mal y si me hacia tipo pija o lo de mal
que pasó con Roberto,clip_0021,100,asi que muchas gracias a esa gente que entendio igualmente si que no lo hacen tipo con mala intencion
que pasó con Roberto,clip_0022,124,realmente lo hacen como con un gesto lindo y eso pero nada a mi por lo menos no me hacia muy bien
que pasó con Roberto,clip_0023,99,basicamente lo que quiero hacer en este video es contarles un poco que fue lo que sucedio con el
que pasó con Roberto,clip_0024,99,bueno paso a contarles lo que le paso a roberto tampoco nunca dije que fue lo que le paso
que pasó con Roberto,clip_0025,99,para empezar me gustaria contarles un poco la historia desde el principio yo a roberto
que pasó con Roberto,clip_0026,125,lo compre en un lugar legal digamos era una veterinaria de las mas famosas del pais
que pasó con Roberto,clip_0027,100,y cuando lo compre tenia como al ser un animal exotico
que pasó con Roberto,clip_0028,75,tenes que tener ciertos permisos para tenerlos
que pasó con Roberto,clip_0029,75,y lo tenia super super super bien cuidado
que pasó con Roberto,clip_0030,125,o sea le compre el mejor alimento le compre la jaula mas grande que habia
que pasó con Roberto,clip_0031,74,intentaba que todo el tiempo este afuera de la jaula
que pasó con Roberto,clip_0032,99,no es que lo tenia como a la deriva y asi o sea yo lo recuidaba posta
que pasó con Roberto,clip_0033,99,y le juro boledo que nunca en mi vida en mis 23 años senti tanto amor
que pasó con Roberto,clip_0034,74,por una mascota como senti por ese loro boledo
que pasó con Roberto,clip_0035,75,o sea habia una conexion muy grande con ese bicho boledo
que pasó con Roberto,clip_0036,75,pero mal y a la unica de la casa que le daba como mimitos
que pasó con Roberto,clip_0037,100,y caricias y cosas asi era a mi y yo habia leido en internet que las aves son asi
que pasó con Roberto,clip_0038,75,como que las aves si bien vivian en una casa de familia
que pasó con Roberto,clip_0039,100,estan todo el tiempo viendo gente siempre se encariñan con una sola persona en particular
que pasó con Roberto,clip_0040,74,y yo era esa persona con la que se habian cariñado claramente
que pasó con Roberto,clip_0041,74,porque yo era la que le daba la jaula la que le daba el comer la que le daba el tomar y todo eso
que pasó con Roberto,clip_0042,149,con un animal super importante para mi tambien porque fue el primer animal del que yo me hice cargo por completo
que pasó con Roberto,clip_0043,74,porque vieron que siempre cuando uno lleva una mascota a la casa
que pasó con Roberto,clip_0044,74,por lo general quizas las mamas se suelen ocupar mas
que pasó con Roberto,clip_0045,75,de ciertas cosas que los chicos bueno no en este caso no era asi
que pasó con Roberto,clip_0046,125,en este caso yo le iba a comprar la comida y encima tener un animal exotico es re dificil
que pasó con Roberto,clip_0047,75,porque los alimentos y todas esas cosas no estan tipo en la veterinaria
que pasó con Roberto,clip_0048,150,que esta tipo a la vuelta de tu pinche casa entiende yo lo tenia como una hora de viaje en auto
que pasó con Roberto,clip_0049,99,y yo le iba a comprar todos los meses y si claramente no era dificil como conseguir la comida
que pasó con Roberto,clip_0050,74,el alimento balanceado o el sujo de los sinas
que pasó con Roberto,clip_0051,74,y el se encariño muchisimo conmigo tambien
que pasó con Roberto,clip_0052,99,yo estaba de gira con el teatro si no me equivoco y mi familia me contaba que cuando yo me iba
que pasó con Roberto,clip_0053,125,el loro se ponia re triste mal realmente nos queriamos muchisimo boludo pero mal
que pasó con Roberto,clip_0054,100,pero mal el estaba super bien estabamos todos super bien
que pasó con Roberto,clip_0055,75,pero yo un dia en que yo me tuve que ir a uruguay
que pasó con Roberto,clip_0057,100,y me fui solo dos dias el siempre cuando yo me iba de casa se enojaba
que pasó con Roberto,clip_0058,74,asi me vaya tipo al chino a comprar dos boludeces
que pasó con Roberto,clip_0059,99,y tardaba no se de 5 o 10 minutos cuando yo volvia el se enojaba muchisimo conmigo
