split,spk,titulo,clip,n_frames,texto,npz
train,f20,PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0062,321,me olvide te la tire con pregunta,data/processed/lip_rois/PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias/clip_0062.npz
train,f20,PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0063,318,para ah ok no nos acompaña oscar bernazzoli,data/processed/lip_rois/PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias/clip_0063.npz
train,f20,PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0070,90,termina siendo un problema enorme para el resto hay pedazos de cubierta por todos lados,data/processed/lip_rois/PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias/clip_0070.npz
train,f20,PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0090,92,oscar gracias a vos y a todos no por favor gracias a vos y a todos los bomberos que nos salvan la vida,data/processed/lip_rois/PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias/clip_0090.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0005,149,que nada nada les pase profesiones argentinas aca estan estos son muchas preguntas,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0005.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0006,115,los guardaespaldas quienes somos los guardaespaldas,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0006.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0007,165,el negro siempre intimida y mas cuando es de combate siempre fue el atuendo la vestimenta de seguridad de negro,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0007.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0008,151,como para que sepan que somos parte de un staff o de un equipo de seguridad,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0008.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0009,104,es una forma de identificar a tus compañeros por eso nos vestimos casi todos iguales,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0009.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0010,99,y nos vestimos todos iguales para diferenciar de la gente comun,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0010.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0012,110,porque es una manera tambien de identificar identificarnos es lo que pide el cliente,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0012.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0013,280,el empresario siempre de traje y corbata impecable y generalmente los productores si hay artistas los que nos requieren que no estemos tan llamativos ni vistosos vamos de civil,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0013.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0014,152,ahora ya nos estamos cambiando antiguamente eran todos de negro anteojos negros cara de perro,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0014.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0016,195,el peor cliente es el que se encapricha por ir a algun lugar en donde no podemos ir porque esta muy expuesto,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0016.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0017,123,pero terminamos yendo igual porque es la persona designada a custodiar,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0017.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0018,103,es el que cuando das todo no paga lo que vos vales,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0018.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0019,174,son aquellos que van con la familia con hijos y quieren encapsularlo todo como llevo toda la seguridad y toda la custodia conmigo,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0019.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0020,174,los peores clientes son aquellos que piden o exigen cosas que no estan dentro de lo que es el trabajo de seguridad,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0020.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0021,87,y te piden cosas no se hasta comprarme un helado mas o menos,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0021.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0022,158,es aquel que no sigue a cabo las indicaciones que le damos el cual pone a riesgo a su propia persona o a terceros,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0022.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0023,90,los empresarios la mayoria de ellos son los empresarios,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0023.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0024,119,el que no tienen claro que es lo que quiere que sobre la marcha te va cambiando todo,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0024.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0025,90,la gente en estado de debilidad son insoportables,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0025.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0027,99,axel rose el cantante de los guns n roses estuvimos de gira con el,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0027.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0028,233,fueron los tres hermanos los jonas brothers fue ozuna era una persona que no le gustaba que se acerque la gente que lo toquen tenia que estar al lado de el,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0028.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0029,196,el grupo abasonicos politicos tambien pilotos de automovilismo para aquellos son pasion del tc guillermo ortelli,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0029.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0030,95,un ex gobernador de la provincia de buenos aires un empresario japones,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0030.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0031,169,una multinacional un empresario internacional de una marca reconocida de gaseosas,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0031.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0032,154,varios artistas de la movida tropical pablito lescano karina el cantante que personaje es manuel,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0032.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0035,101,un buen equipo de comunicacion equipo de comunicacion por ejemplo el handy,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0035.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0036,128,saber los primeros auxilios es lo mas importante el armamento el chaleco,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0036.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0037,81,capacitacion porque el que sabe corre con ventajas,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0037.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0038,87,lo que no le puede faltar a ningun guardaespaldas es la capacitacion,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0038.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0039,90,y la capacitacion la seguridad el conocimiento de su cuerpo,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0039.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0040,265,estoy capacitado en diversas cuestiones nociones legales tecnicas de procedimiento legitima defensa soy instructor en rescate acuatico primeros auxilios rcp,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0040.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0041,96,artes marciales y como manejar a la gente en estadio de habilidad,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0041.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0042,154,boxeo jiu jitsu portacion de arma compito y entreno artes marciales desde los cuatro años,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0042.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0043,204,jiu jitsu judo lucha el guardaespaldas tiene que estar preparado en primeros auxilios combate cuerpo a cuerpo,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0043.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0044,100,tiene que tener conocimiento y nocion de evacuacion escape,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0044.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0045,93,el curso basico de fuerzas especiales del servicio penitenciario federal,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0045.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0046,118,la preparacion que tengo es que yo vengo de una fuerza de seguridad del servicio penitenciario federal,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0046.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0047,178,soy cinturon marron de jiu jitsu tengo capacitacion en manejo defensivo y en armas de fuego,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0047.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0048,139,yo por ejemplo estoy preparado en artes marciales justodias de personalidades tengo cursos,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0048.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0049,275,es un abanico muy grande de derechos humanos tienes primeros auxilios y todos los años estamos replanteando de vuelta la capacitacion en todos esos aspectos,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0049.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0050,169,en todo momento desde que sale del hotel una persona dentro del hotel hasta que este en su habitacion,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0050.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0051,82,cuando bajan de algun vehiculo cuando suben,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0051.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0052,123,cuando ingresan a algun camarin mas que nada por el tema de los fanaticos,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0052.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0053,180,si es una artista en el show si es un deportista en todo lo que es publico,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0053.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0054,94,cuando vos estas haciendo el ingreso si es una celebridad obviamente que van a venir los fans,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0054.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0055,80,y van a querer tocarlo van a querer sacarse una selfie foto etc,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0055.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0056,122,cuando la persona que tengo que cuidar tiene que subir al escenario que no la molesten que pueda estar tranquila,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0056.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0057,100,tenes que estar atento a la entrada y a la salida todo lo que sucede alrededor,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0057.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0058,180,para que no le pase nada a la persona custodiada cuando sale del departamento o del lugar en donde se encuentre que es la zona segura,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0058.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0059,137,cuando descendemos de un vehiculo o ingresamos a determinada locacion cuando vamos a un lugar que no te avisan,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0059.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0060,81,puede pasar mira voy a un shopping a comprar y no te avisaron,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0060.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0061,151,y ese es el momento mas atento porque no sabemos a donde vamos en todo momento siempre tenes que estar atento,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0061.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0062,80,porque no sabes de donde puede llegar a venir el sartenazo,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0062.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0064,147,lo peor de mi trabajo las malas fanaticas fanaticos de los artistas que te rajunean,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0064.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0065,207,los fanaticos te agarran del pelo te rompen la ropa estar dos o tres dias sin dormir o estar las 24 horas para esa persona,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0065.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0066,85,cuando las jornadas se extienden mucho mas de lo que estaba previsto,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0066.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0067,174,la gran cantidad de horas que tenemos tenemos que estar en ciertos lugares por ejemplo parados al sol varias horas,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0067.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0068,181,estas mucho tiempo parado y puede pasar que el cuerpo te pase factura en desgaste fisico mental,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0068.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0069,160,estar al 100 en todo momento no podes pasar por alto ninguna circunstancia,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0069.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0070,108,vos tenes un protocolo para ir a un restaurante o algo por el estilo que le hiciste un previo,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0070.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0071,91,y se van a otro restaurante eso acarrea mucho estres obviamente,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0071.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0072,130,no poder compartir con la familia cuando ellos estan en momentos especiales,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0072.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0073,121,en la noche la verdad que si hay levante depende de uno hay levante,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0073.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0074,102,hay levante pero siempre para conseguir algo,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0074.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0075,84,si hay levante pero porque quieren conseguir algo a cambio,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0075.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0076,98,por ejemplo llegar mas cerca de la persona que estamos cuidando custodiando,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0076.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0077,110,mira levante si puede llegar a ver si hay levante el que quiere puede,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0077.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0078,112,puede por ahi la fantasia pero no la verdad no,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0078.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0079,102,yo creo que si yo con esta cara no podria pero creo que si debe haber,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0079.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0080,82,bueno lo que ocultan los guardaespaldas son los errores,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0080.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0081,124,para que el cliente o la persona que estas cuidando no se de cuenta que fallaste,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0081.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0082,135,el pago del servicio a veces les pagan poco dinero y dicen que ganaron mucho,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0082.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0083,183,o le pagaron mucho dinero y dicen que ganaron poco parecemos serios pero es nuestro trabajo,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0083.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0084,157,son situaciones graciosas que bueno no me puedo reir adelante de la persona que estoy cuidando del artista,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0084.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0085,189,entonces me lo guardo para mi casa siempre tenemos un a bajo la manga un plan b un plan c o lo que sea,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0085.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0086,112,los guardaespaldas ocultamos quizas en una jornada por demas extendida,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0086.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0087,104,no tener los medios para poder conseguir algo,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0087.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0088,87,comer bien o descansar o que nos afecte las situaciones climaticas,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0088.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0089,326,confidencialidad permanente del hombre que custodiamos la cantidad de secretos que personas muy importantes no dejan ver al resto de la sociedad,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0089.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0090,131,y que nosotros tampoco las podemos decir me mataste,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0090.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0091,128,verdad se las complique chico no se da nada verdad no se da nada,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0091.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0092,242,dejamelo pensar porque no para deja de pensar seria me tilde con la,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0092.npz
train,f21,PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0093,145,ya sale la transpiracion no dejame pensar como te lo puedo llegar a contestar,data/processed/lip_rois/PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not/clip_0093.npz
train,f22,PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic,clip_0004,128,es aquel paciente que no quiere escuchar el que no confia en el tratamiento,data/processed/lip_rois/PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic/clip_0004.npz
train,f22,PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic,clip_0005,94,el peor es el que quizas no logras ganar su confianza,data/processed/lip_rois/PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic/clip_0005.npz
train,f22,PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic,clip_0006,256,es aquel que hace todo mal come mal mucho tiene sedentarismo no tiene este romance con el sofa y le encanta ver series y nunca va al gimnasio ni hace deporte,data/processed/lip_rois/PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic/clip_0006.npz
train,f22,PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic,clip_0007,132,es aquel que no entiende que resolver una lesion es un proceso,data/processed/lip_rois/PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic/clip_0007.npz
train,f22,PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic,clip_0008,133,es un familiar si te agarra un sabado que estas de festejo,data/processed/lip_rois/PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic/clip_0008.npz
train,f22,PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic,clip_0009,146,y quiere que lo trates y no hizo los deberes que tenia que hacer,data/processed/lip_rois/PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic/clip_0009.npz
train,f22,PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic,clip_0011,168,la espalda en general porque es nuestro sosten la mayoria de las lesiones vienen de ahi o sea nacen de la columna,data/processed/lip_rois/PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic/clip_0011.npz
train,f22,PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic,clip_0012,104,es la rodilla es un dolor que es bastante recurrente y mas en edades avanzadas,data/processed/lip_rois/PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic/clip_0012.npz
train,f22,PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic,clip_0013,84,la zona lumbar o la cervical es la parte lumbar,data/processed/lip_rois/PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic/clip_0013.npz
train,f22,PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic,clip_0014,100,es la espalda alta y cuello el hombro es la cintura,data/processed/lip_rois/PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic/clip_0014.npz
train,f22,PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic,clip_0015,120,nosotros para todo necesitamos plegarnos hacia adelante o por lo menos tener la capacidad de hacerlo no,data/processed/lip_rois/PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic/clip_0015.npz
train,f22,PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic,clip_0016,158,el celular si nos esta matando yo creo que si tenemos muchos pacientes que estan aca por el uso del celular,data/processed/lip_rois/PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic/clip_0016.npz
train,f22,PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic,clip_0017,114,nos trastorno la postura de por vida tenemos muchos casos de,data/processed/lip_rois/PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic/clip_0017.npz
train,f22,PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic,clip_0018,176,de sobre todo de cervicalgia el 90 tiene la columna cervical rectificada que debia estar para un lado esta para el otro,data/processed/lip_rois/PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic/clip_0018.npz
train,f22,PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic,clip_0019,89,y eso porque estamos todo el tiempo mirando para abajo altera la postura,data/processed/lip_rois/PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic/clip_0019.npz
train,f22,PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic,clip_0020,88,claramente el celular nos esta matando y la computadora tambien,data/processed/lip_rois/PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic/clip_0020.npz
train,f22,PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic,clip_0023,182,lo peor de mi trabajo es el reconocimiento financiero que tiene la salud,data/processed/lip_rois/PROFESIONES ARGENTINAS KINESIÓLOGOS - Telefe Notic/clip_0023.npz
