dataset_group,source_id,clip_id,clip_name,model_role,model_name,device,compute_type,audio_path,audio_gcs_path,transcript_path,transcript_gcs_path,text,language,duration,status,notes
argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0171",clip_0171,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/reconstructed_audio/clip_0171.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0171.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0171.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0171.txt,"Argentina es verdad que es difícil. En este contexto, peor. Pero encima, viste...",es,4.311,completed_asr,
argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0172",clip_0172,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/reconstructed_audio/clip_0172.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0172.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0172.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0172.txt,porque te venden voy a vender ropa y no te abras un local de ropa ahora es con todo,es,4.51,completed_asr,
argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0173",clip_0173,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/reconstructed_audio/clip_0173.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0173.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0173.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0173.txt,"de Jane, tenés que también leer un poquitito el contexto económico, no",es,3.91,completed_asr,
argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0174",clip_0174,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/reconstructed_audio/clip_0174.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0174.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0174.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0174.txt,"Quiero pincharte el globo. Pero bueno, quizás no era este el...",es,3.109,completed_asr,
argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0176",clip_0176,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/reconstructed_audio/clip_0176.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0176.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0176.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0176.txt,"esto creo que fue en UK, en Inglaterra o algún país o Inglaterra o",es,5.43,completed_asr,
argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0177",clip_0177,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/reconstructed_audio/clip_0177.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0177.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0177.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0177.txt,"Irlanda, no sé, no me tengo idea. Me parece que Inglaterra. Y entonces fueron a la casa.",es,2.949,completed_asr,
argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0178",clip_0178,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/reconstructed_audio/clip_0178.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0178.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0178.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0178.txt,"casa del abuelo, estaba bien el partido y cuando lo van a poner estaba todo el",es,3.791,completed_asr,
argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0179",clip_0179,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/reconstructed_audio/clip_0179.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0179.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0179.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0179.txt,"eran todas cosas del estilo, ni siquiera te diría erótico, te diría",es,4.389,completed_asr,
argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0180",clip_0180,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/reconstructed_audio/clip_0180.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0180.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0180.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0180.txt,diría lo que es muy explícito tu que censurarte de esta palabra y todo,es,14.24,completed_asr,
argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0181",clip_0181,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/reconstructed_audio/clip_0181.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0181.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0181.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0181.txt,"pero dice como anual, como algo que pasa todos los años, pero sin una de esas letras.",es,4.87,completed_asr,
argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0184",clip_0184,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/reconstructed_audio/clip_0184.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0184.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0184.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0184.txt,"Me gusta porque a la familia se lo tomó toda risa. Ah no, ahí creo que está la abuela.",es,8.304,completed_asr,
argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0185",clip_0185,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/reconstructed_audio/clip_0185.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0185.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0185.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0185.txt,que lo veía con la abuela los dos se ponían viste también o sea bueno una,es,5.511,completed_asr,
argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0186",clip_0186,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/reconstructed_audio/clip_0186.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0186.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0186.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0186.txt,"Una pareja saludable, ¿entendés? Ay, qué lindo.",es,2.589,completed_asr,
argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0187",clip_0187,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/reconstructed_audio/clip_0187.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0187.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0187.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0187.txt,"Que es una historia de amor, mirá. El pánico en la cara del pícota.",es,8.711,completed_asr,
argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0188",clip_0188,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/reconstructed_audio/clip_0188.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0188.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0188.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0188.txt,"quiere matar, pobre, porque claro, los hijos, los nietos, bueno, los nietos no entienden nada, estaban ahí jugando.",es,4.03,completed_asr,
argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0189",clip_0189,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/reconstructed_audio/clip_0189.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0189.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0189.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0189.txt,"Aparte tampoco aparecían las imágenes, o sea, aparecía más 18 y el título decía...",es,3.63,completed_asr,
argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0190",clip_0190,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/reconstructed_audio/clip_0190.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0190.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0190.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0190.txt,"de los videos. Ah, Mirta Legrán. Esta semana comienza el Mundial.",es,5.35,completed_asr,
argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0193",clip_0193,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/reconstructed_audio/clip_0193.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0193.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0193.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0193.txt,"Nosotros no nos damos cuenta... No lo vieja, es feo decirlo así.",es,5.469,completed_asr,
argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0194",clip_0194,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/reconstructed_audio/clip_0194.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0194.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0194.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0194.txt,mucho que vivió Myrtle Grand. Va a cumplir 100 años. 100 años es un siglo.,es,4.711,completed_asr,
argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0197",clip_0197,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/reconstructed_audio/clip_0197.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0197.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0197.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0197.txt,"Que de hecho ella ya se empieza a reír del tema, me causa mucha gracia.",es,3.87,completed_asr,
argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0198",clip_0198,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/reconstructed_audio/clip_0198.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0198.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0198.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0198.txt,Es una publi de... como de Game of Thrones o algo parecido. Como que ellas...,es,3.711,completed_asr,
argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0201",clip_0201,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/reconstructed_audio/clip_0201.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0201.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0201.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0201.txt,"acuerdo mundialista. Ay, que fui con Daniel al mundial de aquí de Argentina.",es,6.63,completed_asr,
argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0202",clip_0202,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/reconstructed_audio/clip_0202.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0202.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0202.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0202.txt,"Después, como la gente vieron que estaba con los elementos golpeando, fuimos re...",es,5.11,completed_asr,
argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0203",clip_0203,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/reconstructed_audio/clip_0203.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0203.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0203.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0203.txt,recorriendo toda la ciudad y todo el mundo estaba golpeando con algo.,es,4.749,completed_asr,
argentina/existing,f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y,"f12::GASPI, DAMIAN KUC, LA REINI, BOTTERO, EL MUNDIAL Y::clip_0204",clip_0204,large,large-v3,cuda,float16,/home/bianc/labios-full-clean-release/data_release/work/existing_reconstruction/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/reconstructed_audio/clip_0204.wav,gs://labios-argentos-vsr-clean-v1/argentina/existing/reconstructed_audio/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0204.wav,/home/bianc/labios-full-clean-release/data_release/work/asr_existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0204.txt,gs://labios-argentos-vsr-clean-v1/argentina/existing/transcripts/large/f12__GASPI_DAMIAN_KUC_LA_REINI_BOTTERO_EL_MUNDIAL_Y/clip_0204.txt,"él dice que estábamos todos, así que bueno, ojalá se vuelva a repetir.",es,4.43,completed_asr,
