titulo,clip,n_frames,luma_media,frac_oscuros,movimiento_global,actividad_boca,textura_boca,estado,razones,texto
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0030,153,79.92,0.0,2.089,8.285,29.44,keep,,peor de todo es que a veces creen que cuando son mas grandes 60 70 años ya no tienen que controlarse mas
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0031,83,78.4,0.0,2.099,6.046,28.32,keep,,y es cuanto mas riesgo tienen del cancer de mama en particular
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0032,233,97.01,0.0,2.867,13.854,107.66,keep,,la peor paciente es una colega en general las colegas llegan a ultima instancia muchos tenemos poco tiempo no realizamos los controles
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0033,169,96.67,0.0,2.654,11.026,88.37,keep,,o se cree que sabemos todo entonces es dificil a veces de manejar eso
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0034,105,91.06,0.0,2.876,11.885,32.84,keep,,la anticoncepcion es una eleccion de la paciente y tiene que ser a medida
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0035,113,74.88,0.0,3.146,12.216,45.93,keep,,no existe uno mejor que otro sino que existen que mejor se adapte a esa paciente
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0036,95,68.74,0.0,2.858,8.553,38.37,keep,,porque los que estan para ofrecerles todos son buenos y seguros
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0037,125,77.46,0.0,3.938,16.26,66.49,keep,,yo soy especialista en recomendar que usen mucho el preservativo
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0038,153,99.89,0.0,3.97,12.295,58.92,keep,,preservativo siempre es el unico metodo anticonceptivo que previene las infecciones sexualmente transmisibles
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0039,240,97.27,0.0,3.455,19.042,52.72,keep,,y despues es un talle a medida cualquiera de las opciones anticonceptivas es viable siempre y cuando teniendo en cuenta la clinica del paciente y los deseos de la paciente
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0040,130,80.53,0.0,2.552,10.002,29.43,keep,,ntu y los anticonceptivos hormonales son los de mas alta eficacia
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0041,122,52.87,0.0,9.884,17.269,39.81,keep,,pastillas preservativo inyectable parches si a todo todos los metodos anticonceptivos
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0043,137,91.96,0.0,3.13,11.589,25.92,keep,,no es una cosa mejor que otra es una sumatoria de decisiones
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0045,157,110.96,0.0,3.595,16.641,40.03,keep,,porque bueno yo me dedico a las infecciones en ginecologia y es una herramienta que me sirve un monton
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0046,133,76.41,0.0,3.331,18.679,31.25,keep,,si re re las pastillas de dia despues sirven
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0047,120,77.51,0.0,1.754,5.694,26.39,keep,,pero hay que tomarla dentro de las 12 horas de la relacion sexual no protegida
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0048,84,91.52,0.0,2.218,9.497,26.59,keep,,tiene un efecto que va disminuyendo hasta el quinto dia
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0049,185,93.17,0.0,3.11,13.65,40.86,keep,,o sea mayor horas que pasan menor efectividad en general suele servir pero a veces falla
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0050,99,74.62,0.0,3.915,18.831,58.06,keep,,utilizado entre las primeras 12 horas tiene un 95 de eficacia
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0051,200,87.15,0.0,3.51,19.591,38.59,keep,,me queda un 5 afuera si sirve pero si una toma la pastilla del dia despues muy frecuentemente no es que haga mal
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0052,103,109.44,0.0,3.078,19.071,40.29,keep,,es que no es algo tan eficiente el mito es que no se pueden tomar mas de dos por año
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0053,103,110.69,0.0,3.765,15.702,62.96,keep,,bueno eso no se donde esta en google o en ahora en chapgpt tambien
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0054,188,103.51,0.0,4.548,14.03,61.9,keep,,pastilla de emergencia no sirve el dia despues sirve muchisimo no un 100 pero cuanto antes mejor porque tiene la ovulacion
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0055,85,54.58,0.0,4.883,20.805,31.3,keep,,para emergencias no es para sustituir un metodo anticonceptivo habitual
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0057,147,91.12,0.0,2.583,20.761,56.86,keep,,si las chicas no hablan exactamente las madres son bastante intensas si
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0058,124,83.63,0.0,2.846,11.437,37.95,keep,,muchas veces preguntan mas la mama y a veces las hijas hoy en dia dicen mama
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0059,244,98.06,0.0,3.428,21.045,58.73,keep,,yo le pregunto a la autora ya hable de eso yo ya lo se generalmente preguntan las madres pero generalmente uno le dice a la chica que pregunte ese que ella es la paciente
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0060,176,94.69,0.0,2.814,14.537,46.9,keep,,y a veces las madres la invitamos a retirarse la mama es la que inicia las preguntas la que esta con mas ansiedad
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0061,126,49.92,0.0,3.842,14.327,31.39,keep,,la mama es la que pregunta a las mamas que esta muy bien que esta muy bien que esta muy bien
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0062,93,47.75,0.0,3.5,13.005,26.94,keep,,y la mama es la que pregunta a las chicas y cuando nos quedamos a solas preguntan las chicas
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0065,160,80.99,0.0,3.443,22.387,43.36,keep,,se quejan mas de los dolores menstruales mas por dolores menstruales eso de quejarse de los dolores menstruales
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0066,226,89.16,0.0,3.215,13.078,44.1,keep,,mas por dolores menstruales luego quejarse de la menopausia es lo que ocurre todos los dias porque yo queria que se me fuera y ahora que se me fue la extraño
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0067,82,72.11,0.0,2.791,9.907,40.32,keep,,son dos temas bastante controversiales y estan muy parejos
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0068,215,113.29,0.0,3.615,16.343,50.85,keep,,con la menopausia en la menopausia en realidad hay todo lo que es la transicion que son en realidad cuando mas cambios notamos en el cuerpo
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0069,230,92.37,0.0,2.58,9.801,31.4,keep,,las pacientes hoy en dia se quejan mucho mas de los sintomas de la premenopausia de la menopausia que quizas de los dolores menstruales
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0070,105,50.6,0.0,6.248,17.418,43.01,keep,,se quejan mas por lo que sea mas molesto en ese momento de la vida
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0071,134,89.29,0.0,3.264,15.457,32.1,keep,,que ocultamos tratamos de no dar estadisticas no dar numeros porque eso condiciona a la paciente
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0072,121,90.86,0.0,3.147,10.241,33.93,keep,,por ejemplo tenes este porcentaje de complicacion vas a tener este porcentaje de curacion
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0073,232,96.36,0.0,2.59,12.482,37.44,keep,,hacemos procedimientos que pueden molestar o doler y a veces un poco tratamos de minimizar por ahi lo que puede llegar a sentir
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0074,88,95.11,0.0,2.478,10.315,54.48,keep,,porque a veces somos medio mentirosos
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0075,349,98.58,0.0,2.287,11.296,68.56,keep,,son las emociones principalmente cuando estamos revisando a una paciente esta la paciente acostada en una camilla y por ahi esa paciente consulto por un nodulito en la mama y ese nodulito te genera una sospecha entonces uno tiene que ser lo mas neutral posible
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0076,125,72.71,0.0,1.879,5.508,34.69,keep,,nunca en la vida le contamos a la madre nada de la vida intima de la hija
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0077,79,74.21,0.0,1.989,6.166,34.86,keep,,si se entera la señora va a ser por ella y asi se lo decimos
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0079,353,114.78,0.0,5.063,16.925,59.55,keep,,a mi me cuesta muchas veces me emociono mucho con las historias de la gente y a veces elijo acompañar y a veces tengo que acompañar desde un poder de contencion y a veces tengo que ocultar que algunas historias tambien me tocan a mi
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0080,362,88.55,0.0,4.205,28.38,45.38,keep,,no no no estas aprendiendo el juego vamos de nuevo ahi
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0094,165,119.83,0.0,5.337,17.301,61.43,keep,,y las mujeres tenemos muchas crisis vitales con el cuerpo como los hombres pero nosotras menstruamos no menstruamos somos de moda
PROFESIONES ARGENTINAS GINECÓLOGOS - Telefe Notici,clip_0097,260,132.22,0.0,4.252,37.307,65.34,keep,,y eso es terrible porque muchas dejamos nuestro control y el tiempo pasa y uno no sabe pero si yo vine el año pasado no no hace dos años y medio que no me quiso
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0004,216,111.64,0.0,2.959,9.185,40.67,keep,,se pueden convertir en verdaderos salvadores hoy en profesiones argentinas mitos y verdades de ellos los gomeros
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0006,104,74.6,0.0,3.8,14.131,43.78,keep,,un domingo no abre nadie entonces el que esta el domingo aprovecha despues un horario si
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0007,134,87.28,0.0,3.378,13.804,45.15,keep,,en la ruta siempre con lo que sea cubiertas farches camaras lo que sea siempre se aprovechan en la ruta
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0008,154,89.55,0.0,4.226,22.56,41.69,keep,,no me parece correcto no en mi caso no te sale tanto o lo agarras o quedas tirado aca
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0009,95,90.69,0.0,2.693,10.519,25.3,keep,,aca en la gomeria si porque el compresor gasta mucha electricidad
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0010,131,74.4,0.0,1.965,6.655,23.49,keep,,nosotros no lo hacemos pero en la mayoria de los casos ya se esta cobrando el aire
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0011,200,102.08,0.0,3.697,17.808,35.12,keep,,no no es la propina de los chicos algunos te dan menos algunos te dan mas pero no es necesario cobrar
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0012,119,88.41,0.0,2.25,13.125,42.06,keep,,no eso seria mas que nada dejarselo a voluntad a la gente no nosotros no lo cobramos
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0014,119,69.72,0.0,4.693,13.266,58.86,keep,,hay muchos que conozco grandes gomerias que lo han hecho en sus principios
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0015,108,85.57,0.0,3.578,17.496,50.37,keep,,es verdad es verdad es verdad es verdad que lo hacen si
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0016,90,92.13,0.0,2.745,13.01,34.27,keep,,si escuche se que cuando no se llega a la recaudacion puede pasar
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0017,200,83.88,0.0,3.355,16.295,34.17,keep,,y eso es una cosa que se usaba antes en el sur hay es muy famoso una gomeria que yo conozco que hacen eso
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0020,110,77.02,0.0,4.305,22.973,52.32,keep,,el que ratanea el que le da la vuelta va a pagar el que quiera solucionar todo con parches
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0021,158,88.85,0.0,3.356,12.737,41.04,keep,,el que sabe mas que vos y te dice por ejemplo no tene cuidado no me raye la llanta
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0022,128,100.65,0.0,2.658,8.315,20.49,keep,,los maleducados la gente que tiene malos modos mala predisposicion que insulta
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0023,114,104.19,0.0,4.737,21.363,48.25,keep,,es el que viene apurado el que no sabe esperar el que te manda mensajes a cada rato
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0024,117,73.85,0.0,3.362,10.621,37.4,keep,,que le mejores el precio que bonifique la alineacion y el balanceo esos son insoportables
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0026,138,78.46,0.0,2.922,10.493,27.63,keep,,no hay manera de mantener la ropa limpia el frio te mata no puedo usar guantes porque tengo mucho trabajo
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0027,213,93.67,0.0,3.033,12.412,30.72,keep,,y las barretas se ponen frias el frio el frio del invierno que te obliga a ponerte medias de lana calzoncillo largo doble buzo
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0028,97,83.7,0.0,1.819,8.807,18.83,keep,,y el calor del verano que es fuerte es muy fuerte y hay que seguir
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0029,181,111.27,0.0,3.692,20.88,58.65,keep,,ves el humor y el estres de la gente que hoy en dia esta viviendo que tengo que estar 12 horas diarias inclusive sabado y domingo
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0030,128,118.41,0.0,3.636,11.512,63.16,keep,,para llegar a poder para poder pagar el alquiler la luz el gas
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0031,124,83.99,0.0,3.815,36.386,23.0,keep,,es el ripio el ripio las carcome le saca todo pedacito a la teja
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0032,112,107.15,0.0,2.965,22.17,39.05,keep,,arruinadas a las cubiertas las gasta el tren delantero en mal estado
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0033,154,100.64,0.0,4.255,11.443,50.11,keep,,amortiguadores si siempre es bueno tenerlo en buenas condiciones para que la cubierta tenga una buena vida util
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0034,98,103.35,0.0,2.741,10.253,30.58,keep,,estar armadas al reves las cubiertas tienen sentido de giro en muchos casos
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0035,181,88.04,0.0,3.05,23.165,29.84,keep,,y armarlas al reves   el reves te hace mal la falta de presion cuando tenes mucho aire o poco se desgastan mas las parejas
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0036,98,87.86,0.0,3.715,23.063,54.14,keep,,lo que mas me identifica es la llave de cruz
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0038,97,93.91,0.0,3.462,10.389,27.83,keep,,las cubiertas se tienen que cambiar cada 50000 kilometros
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0039,117,87.44,0.0,2.553,8.04,25.85,keep,,las cubiertas tienen se llama una linea segun las marcas
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0040,138,85.85,0.0,2.423,8.941,31.05,keep,,testigo es el testigo de la cubierta es un testigo que la cubierta te avisa que ya esta para el cambio
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0041,110,75.32,0.0,2.154,6.926,25.25,keep,,lo aconsejable es entre los 45000 y 50000 kilometros
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0042,163,86.59,0.0,2.301,20.639,33.85,keep,,aparte del desgaste tambien es por fecha todas tienen marcado de fabrica la fecha de fabricacion
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0043,91,98.2,0.0,2.559,8.644,68.52,keep,,a partir de ese año de fabricacion tienen cinco años de garantia
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0044,125,117.41,0.0,2.96,11.965,28.74,keep,,cinco años 60000 kilometros o si la rompes y sufres una averia
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0045,94,70.41,0.0,4.313,14.277,57.71,keep,,se dice que duran cinco años pero segun el uso que le des
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0046,85,90.33,0.0,4.385,14.443,47.74,keep,,la recapada es una reconstruccion del casco del neumatico
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0047,121,94.65,0.0,4.037,11.673,35.25,keep,,es una reconstruccion del casco del neumatico si haces un viaje largo levanta temperatura se despega
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0048,103,96.13,0.0,4.703,18.005,37.33,keep,,no la recapada no sirve para mi la recapada no
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0049,153,101.81,0.0,2.923,18.951,26.62,keep,,es mejor comprar una cubierta nueva para una seguridad solo se puede colocar en los camiones en el eje trasero
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0050,110,128.05,0.0,3.99,9.216,50.87,keep,,no el neumatico recapado ya no se fabrica mas y no se hace mas y no sirve
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0052,134,88.25,0.0,2.414,17.593,24.53,keep,,son mas modernas mejores prestaciones si si hoy mejoro muchisimo la calidad de los neumaticos
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0053,91,82.72,0.0,5.101,17.154,37.6,keep,,son todas mas resistentes menos ruido son mejor ahora
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0054,181,69.75,0.0,7.154,22.657,55.93,keep,,tienen un poco mas de tecnologia y las barretas minimo para desarmar una cubierta necesitas las barretas
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0055,89,120.63,0.0,3.982,14.21,93.05,keep,,y la cubierta es una herramienta que te permite cambiar el neumatico y la barretas es una herramienta que te permite cambiar el neumatico que escondemos los bomberos
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0056,127,89.04,0.0,3.439,14.373,29.4,keep,,a veces la camara tiene una pinchadura en cierto lugar que se puede parchar
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0057,97,87.89,0.0,2.944,8.478,21.81,keep,,pero yo mejor oculto y los convenzo y le digo no mejor hay que cambiar la camara
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0058,104,76.4,0.0,4.125,13.533,52.39,keep,,muchas veces te pueden llegar a decir que hay que cambiar el neumatico cuando podes hacerle mas kilometros
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0059,192,70.52,0.0,1.969,8.21,24.41,keep,,a veces no se levanta el auto en un lugar debido y suele como abollarse un poquito o mucho los zocalos del auto
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0060,138,76.37,0.0,3.141,11.72,41.45,keep,,ponerme algun crique ponerme algun crique es eso una llanta que se marca con la maquina
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0061,165,91.56,0.0,2.482,11.746,31.53,keep,,es venderte alguna goma nueva que ya tenga un par de años de fabricacion
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0062,321,82.08,0.0,3.214,21.979,36.53,keep,,me olvide te la tire con pregunta
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0063,318,100.83,0.0,3.647,40.448,59.1,keep,,para ah ok no nos acompaña oscar bernazzoli
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0070,90,101.89,0.0,4.362,21.647,75.23,keep,,termina siendo un problema enorme para el resto hay pedazos de cubierta por todos lados
PROFESIONES ARGENTINAS GOMEROS - Telefe Noticias,clip_0090,92,103.9,0.0,3.291,18.631,62.78,keep,,oscar gracias a vos y a todos no por favor gracias a vos y a todos los bomberos que nos salvan la vida
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0005,149,110.39,0.0,3.517,11.169,50.73,keep,,que nada nada les pase profesiones argentinas aca estan estos son muchas preguntas
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0006,115,105.08,0.0,2.957,13.146,34.77,keep,,los guardaespaldas quienes somos los guardaespaldas
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0007,165,70.58,0.0,4.279,29.177,57.99,keep,,el negro siempre intimida y mas cuando es de combate siempre fue el atuendo la vestimenta de seguridad de negro
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0008,151,56.67,0.0,3.375,11.129,100.85,keep,,como para que sepan que somos parte de un staff o de un equipo de seguridad
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0009,104,90.15,0.0,3.773,14.009,37.85,keep,,es una forma de identificar a tus compañeros por eso nos vestimos casi todos iguales
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0010,99,90.66,0.0,2.572,10.855,34.71,keep,,y nos vestimos todos iguales para diferenciar de la gente comun
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0012,110,98.09,0.0,3.275,15.968,68.19,keep,,porque es una manera tambien de identificar identificarnos es lo que pide el cliente
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0013,280,79.97,0.0,2.493,8.854,51.99,keep,,el empresario siempre de traje y corbata impecable y generalmente los productores si hay artistas los que nos requieren que no estemos tan llamativos ni vistosos vamos de civil
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0014,152,96.84,0.0,3.101,12.729,34.72,keep,,ahora ya nos estamos cambiando antiguamente eran todos de negro anteojos negros cara de perro
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0016,195,88.6,0.0,3.033,25.969,46.54,keep,,el peor cliente es el que se encapricha por ir a algun lugar en donde no podemos ir porque esta muy expuesto
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0017,123,83.6,0.0,2.598,8.585,86.86,keep,,pero terminamos yendo igual porque es la persona designada a custodiar
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0018,103,101.1,0.0,3.635,12.845,32.34,keep,,es el que cuando das todo no paga lo que vos vales
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0019,174,95.1,0.0,3.054,11.409,29.34,keep,,son aquellos que van con la familia con hijos y quieren encapsularlo todo como llevo toda la seguridad y toda la custodia conmigo
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0020,174,102.46,0.0,2.636,9.627,35.91,keep,,los peores clientes son aquellos que piden o exigen cosas que no estan dentro de lo que es el trabajo de seguridad
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0021,87,97.44,0.0,2.857,10.728,31.15,keep,,y te piden cosas no se hasta comprarme un helado mas o menos
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0022,158,103.09,0.0,3.379,11.038,57.19,keep,,es aquel que no sigue a cabo las indicaciones que le damos el cual pone a riesgo a su propia persona o a terceros
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0023,90,76.28,0.0,2.651,13.957,43.05,keep,,los empresarios la mayoria de ellos son los empresarios
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0024,119,57.24,0.0,3.12,11.431,76.5,keep,,el que no tienen claro que es lo que quiere que sobre la marcha te va cambiando todo
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0025,90,100.38,0.0,6.278,24.131,73.13,keep,,la gente en estado de debilidad son insoportables
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0027,99,75.41,0.0,2.908,8.318,47.2,keep,,axel rose el cantante de los guns n roses estuvimos de gira con el
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0028,233,102.62,0.0,3.438,16.923,50.91,keep,,fueron los tres hermanos los jonas brothers fue ozuna era una persona que no le gustaba que se acerque la gente que lo toquen tenia que estar al lado de el
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0029,196,97.58,0.0,3.131,11.656,36.82,keep,,el grupo abasonicos politicos tambien pilotos de automovilismo para aquellos son pasion del tc guillermo ortelli
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0030,95,106.39,0.0,3.334,18.431,47.53,keep,,un ex gobernador de la provincia de buenos aires un empresario japones
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0031,169,98.25,0.0,3.329,18.361,60.88,keep,,una multinacional un empresario internacional de una marca reconocida de gaseosas
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0032,154,69.17,0.0,4.432,15.747,94.44,keep,,varios artistas de la movida tropical pablito lescano karina el cantante que personaje es manuel
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0035,101,86.96,0.0,3.974,18.408,40.56,keep,,un buen equipo de comunicacion equipo de comunicacion por ejemplo el handy
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0036,128,100.58,0.0,2.964,16.773,42.26,keep,,saber los primeros auxilios es lo mas importante el armamento el chaleco
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0037,81,87.82,0.0,2.388,6.835,32.08,keep,,capacitacion porque el que sabe corre con ventajas
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0038,87,107.52,0.0,3.677,13.401,62.93,keep,,lo que no le puede faltar a ningun guardaespaldas es la capacitacion
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0039,90,63.88,0.0,3.949,22.421,76.81,keep,,y la capacitacion la seguridad el conocimiento de su cuerpo
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0040,265,89.98,0.0,3.308,13.908,51.38,keep,,estoy capacitado en diversas cuestiones nociones legales tecnicas de procedimiento legitima defensa soy instructor en rescate acuatico primeros auxilios rcp
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0041,96,97.89,0.0,2.929,12.681,53.29,keep,,artes marciales y como manejar a la gente en estadio de habilidad
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0042,154,67.51,0.0,3.322,16.034,61.48,keep,,boxeo jiu jitsu portacion de arma compito y entreno artes marciales desde los cuatro años
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0043,204,80.81,0.0,2.791,21.55,49.67,keep,,jiu jitsu judo lucha el guardaespaldas tiene que estar preparado en primeros auxilios combate cuerpo a cuerpo
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0044,100,97.57,0.0,2.69,9.44,46.13,keep,,tiene que tener conocimiento y nocion de evacuacion escape
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0045,93,90.89,0.0,3.021,9.095,52.16,keep,,el curso basico de fuerzas especiales del servicio penitenciario federal
PROFESIONES ARGENTINAS GUARDAESPALDAS - Telefe Not,clip_0046,118,103.69,0.0,2.989,10.013,23.15,keep,,la preparacion que tengo es que yo vengo de una fuerza de seguridad del servicio penitenciario federal
