titulo,clip,veredicto,ov_propio,ov_prev,ov_next,audio_transcripto,texto_asignado
RESPONDO TODO 🌶,clip_0133,ok,0.818,0.091,0.091,en elaborando para otra persona o sea y depender del otro,laburando para otra persona o sea y depender del otro no
RESPONDO TODO 🌶,clip_0134,texto_dudoso,0.250,0.250,0.250,pero no no no no no no no raphael queminute,no no no no no no no  y me parece que valgo muchisimo mas
RESPONDO TODO 🌶,clip_0135,ok,0.889,0.056,0.000,disculpa el cades que voy a un programa invitado el levanto el lance cuanto tanto por ciento de la audiencia,disculpa cada vez que voy a un programa invitado tipo levanto el no se cuanto tanto por ciento de la audiencia
RESPONDO TODO 🌶,clip_0136,ok,0.700,0.200,0.300,es mi amor no no no eso se eso se para aca y se para aca bien,mi amor no no no eso se eso se paga y se paga bien
RESPONDO TODO 🌶,clip_0137,ok,0.917,0.250,0.000,mi vida si absolutamente y si no no hay problema es porque tambien igual,mi vida si absolutamente y si no no hay problema o sea porque tambien igual
RESPONDO TODO 🌶,clip_0138,ok,0.857,0.000,0.071,otra cosa que por ejemplo ir a olga tener buena onda de olga entonces vos,otra cosa que por ejemplo ir a olga tener buena onda en olga entonces voy
RESPONDO TODO 🌶,clip_0139,ok,0.765,0.059,0.176,si sirvo rindo me divierto un rato la paso bien show la pasan haciendo por lo menos solo,sirvo rindo me divierto un rato la paso bien yo la pasan siento por lo menos yo lo siento
RESPONDO TODO 🌶,clip_0140,ok,0.857,0.214,0.214,siendo que la pasan bien tipos de los conductores del programa tambien de cualquiera de los que fui,siento que la pasan bien tipo los conductores del programa tambien de cualquiera de los que fui
RESPONDO TODO 🌶,clip_0141,ok,0.722,0.222,0.167,porque fui a casa y todos el chance de hirte la gente la pasa lindo que yo estoy que el otro,porque fui a casi todos el chat se divierte la gente la pasa lindo que yo estoy con el otro
RESPONDO TODO 🌶,clip_0142,ok,0.929,0.143,0.214,lo que tengo que promocionar me entiendes que es yo salimos ganando todo y es una vez,yo promociono lo que tengo que promocionar me entendes que se yo salimos ganando todo y es una vez
RESPONDO TODO 🌶,clip_0143,ok,0.692,0.231,0.154,cada tanto que se usamos nos divertimos todo nos meti en que pagar listo buenisimo,cada tanto que se yo nos divertimos todos no me tienen que pagar listo buenisimo
RESPONDO TODO 🌶,clip_0144,ok,0.818,0.182,0.091,el intercambio que se llone libre y chao que tener que estar tipo,es un intercambio que se yo libre y chao que tener que estar tipo
RESPONDO TODO 🌶,clip_0145,ok,0.550,0.100,0.100,volucrado en un proyecto pues no son solamente esas solitas que va a pesar de la aire no tenes que meterle aca,involucrado en un proyecto porque no son solamente esas solitas que vos ves al aire tienes que meterle cabeza
RESPONDO TODO 🌶,clip_0146,ok,0.667,0.250,0.167,que tienen que ponerle pasion tienen que ponerle livido en la cual yo si ves aceptado,tienes que ponerle pasion tienes que ponerle libido la cual yo si hubiese aceptado
RESPONDO TODO 🌶,clip_0147,ok,0.833,0.167,0.167,por ejemplo el programa del isidario yo no se si ves el podido,por ejemplo el programa del ici diario yo no se si hubiese podido
RESPONDO TODO 🌶,clip_0148,ok,1.000,0.125,0.188,escribir la obra que escribi por ejemplo que me llevo como cuatro o cinco meses escribir la nada mas,escribir la obra que escribi por ejemplo que me llevo como cuatro o cinco meses escribirla nada mas
RESPONDO TODO 🌶,clip_0149,ok,0.950,0.150,0.300,despues la tuva que ensayar quizas si podria haber hecho las cosas pero tambien no por una cuestion de tiempo,despues la tuve que ensayar quizas si podria haber hecho las dos cosas pero tambien no por una cuestion de tiempo
RESPONDO TODO 🌶,clip_0150,texto_dudoso,0.113,0.151,0.094,informacion produño una opcion de tx de 120 para que la verde no tiene el contenido de los estudios si no se parece una pieza de forma acrukturable si el su underway se vac tomorrow por supuesto es que es para que la enviadamente para el que le quede la energia toda guerra y semua os quedo para el mismo tiempo para dialoguar con los estudios de toda la forma para el mejor budeso que vayan al trabajo tilfkimasu de crear esta influencersdirectorica,sino por una cuestion de la energia como tu cabeza hacia donde va asi que
RESPONDO TODO 🌶,clip_0151,ok,0.867,0.200,0.333,nada todo suda por algo se hace algo bueno por eso si la idea que yo que yo propuse algo,nada todo se da por algo quizas en algun momento bueno por eso si la idea que yo que yo propuse en algun momento
RESPONDO TODO 🌶,clip_0152,ok,0.579,0.211,0.211,me la hace tanto luz u volga resumido blender no se cual es mas ahi que eso te creo,me la hace tanto luzu volga resumido blender no se cuales mas hay que yo toque el otro
RESPONDO TODO 🌶,clip_0153,ok,0.625,0.375,0.125,si algo si no y no que es eso no se,si la hago si no y no que se yo no se pablo
RESPONDO TODO 🌶,clip_0154,ok,0.917,0.083,0.333,lo que paso con jime tengo un video para miembros donde explico con jime,que paso con jime tengo un video para miembros donde explico con jime
RESPONDO TODO 🌶,clip_0155,ok,0.667,0.111,0.167,exactamente lo que paso fue mi torre de toda la vida y van a leer mi mejor amiga primero,exactamente lo que paso jime es mi editora de toda la vida en realidad es mi mejor amiga primero
RESPONDO TODO 🌶,clip_0156,ok,0.800,0.200,0.100,first and foremost y despues es el editora por fue el editora,first and foremost y despues es mi editora fue mi editora
RESPONDO TODO 🌶,clip_0157,ok,0.818,0.045,0.318,de verdad durante muchos años eso esta en video para miembros asi que van a miembros hacen miembros y lo ven tambien estan patridos,durante muchos años eso esta en video para miembros asi que van a miembros hacen miembros y lo ven tambien esta en patreon
RESPONDO TODO 🌶,clip_0158,ok,0.647,0.353,0.294,y nada eso bueno tambien viste que es el show 10 años trabajando en un mismo lagud,y nada de eso bueno tambien que se yo diez años trabajando en un mismo laburo
RESPONDO TODO 🌶,clip_0159,ok,0.684,0.211,0.053,como bueno en la balaink quiero probar hacer otras cosas porque eso estoy con el otro y es entendible,bueno la verdad que quiero probar a hacer otras cosas porque yo toque el otro y es entendible
RESPONDO TODO 🌶,clip_0160,ok,0.529,0.059,0.176,o sea o ve uno como amigos como oc le de al seria tipo que sigas editando mi video,o sea obvio uno como amigos como uy si lo ideal seria que sigas editando mis videos
RESPONDO TODO 🌶,clip_0161,ok,0.800,0.067,0.067,porque literalmente nos comunicabamos con los memes y que es divertido que lindo pero bueno nada,porque literal nos comunicabamos con los memes si que divertido que lindo pero bueno nada o sea
RESPONDO TODO 🌶,clip_0162,ok,0.571,0.071,0.143,somos adultos vamos a quiera probar otras cosas necesitas crecer necesito que esto que lo,somos adultos o sea quiere probar otras cosas necesita crecer necesita que esto toque el otro
RESPONDO TODO 🌶,clip_0163,ok,0.733,0.133,0.200,bueno si beijas el libre que se sintio trabajar con su sana bueno se lo dije con sueño,y bueno si ve hija se libre que se sintio trabajar con susana bueno ya lo dije un sueño
RESPONDO TODO 🌶,clip_0164,ok,1.000,0.250,0.000,que paso con tu hamster si mi hamster murio mi hamster no me duro mucho,que paso con tu hamster si mi hamster murio mi hamster no me duro mucho
RESPONDO TODO 🌶,clip_0165,ok,0.750,0.125,0.312,como lo mas lo que me he vivido un año dos meses fue un dia para el otro,es como lo mas longevo el mio vivio un año y dos meses fue de un dia para el otro
RESPONDO TODO 🌶,clip_0166,ok,0.762,0.238,0.095,pero el literal o sea estaba bien y de repente ni a para otro no come la comida oh canela y dije,literal o sea estaba bien y de repente de un dia para el otro no comio la comida canela y dije
RESPONDO TODO 🌶,clip_0167,ok,0.833,0.250,0.250,y que bueno quizas esta cansado no se que porque estaba como dormiendo,bueno quizas esta cansado viste no se que porque tipo estaba como durmiendo
RESPONDO TODO 🌶,clip_0168,ok,0.800,0.200,0.300,dormia bajo como una piedra y bueno nada le servimos,dormia abajo como de una piedra y bueno nada le servi mas
RESPONDO TODO 🌶,clip_0169,ok,0.812,0.188,0.125,y el dia siguiente bueno habia comido tampoco entonces su dije ummm levante asi la piedra,y al dia siguiente bueno no habia comido tampoco y entonces yo dije levante asi la piedra
RESPONDO TODO 🌶,clip_0170,ok,0.933,0.133,0.267,que era una piedra era como o sea estaba como del tipo se metia como entre la viruta,que no era una piedra era como o sea era como estaba comodo tipo se metia como entre la viruta
RESPONDO TODO 🌶,clip_0171,ok,0.733,0.200,0.200,y la pierda a ti eso yo estaba quizas esta vivo a arregra me acuerdo que,entendes y la piedra y eso yo estaba quizas esta vivo arre me acuerdo que
RESPONDO TODO 🌶,clip_0172,texto_dudoso,0.393,0.107,0.179,venia ahi en ese momento y le dije fijate corroborar que no este viviendo no estoy llevando el zdjero a capaz de que reclarse mas elawk y viajar toda la inseguridad,venia inti en ese momento y le dije tipo fijate corrobora que no este vivo no este hibernando o algo
RESPONDO TODO 🌶,clip_0173,ok,1.000,0.364,0.091,no estaba recontra muerto y no se la verdad que le paso,no estaba estaba recontra muerto y no se la verdad que le paso
RESPONDO TODO 🌶,clip_0174,ok,0.923,0.077,0.077,como una muerte subita ni idea bueno somos un pedenel aire y eso,como una muerte subita ni idea bueno somos un pedo en el aire y eso
RESPONDO TODO 🌶,clip_0175,ok,0.824,0.118,0.235,pero le mandamos un beso a simon que para cancer queria saber si hay en la industria,bicho pero le mandamos un beso a simon que el padre canse queria saber si hay alguien de la industria
RESPONDO TODO 🌶,clip_0176,ok,0.882,0.294,0.118,de la industria somos que sera de sido de youtube y de streaming con el que te has peleado y no sepamos,de la industria supongo que sera de si de youtube y de streaming con el que te has peleado y no sepamos
RESPONDO TODO 🌶,clip_0177,ok,0.692,0.385,0.231,no si creo que no no creo que las peleas que tuve como se terminaron con la siente,no yo creo que no no creo que las peleas que tuve como se terminaron conociendo
RESPONDO TODO 🌶,clip_0178,ok,1.000,0.154,0.462,si hay gente que me cae muy mal muy mal y no lo diria sabes que no lo diria,si hay gente que me cae muy mal muy mal y no lo diria sabes que no lo diria
RESPONDO TODO 🌶,clip_0179,texto_dudoso,0.000,0.000,0.000,Ma,si no porque para que para generar un quilombo al pedo a mi simplemente me cae mal
RESPONDO TODO 🌶,clip_0180,ok,0.846,0.077,0.385,yo tengo una impresion yo cuando vuelo viste algo y digo me esta persona,yo tengo una intuicion yo cuando vuelo viste algo y digo esta persona
RESPONDO TODO 🌶,clip_0181,ok,0.700,0.200,0.100,no pero es en que yo esto lo vuelo mal,viste y estan todos no pero y yo digo yo esto lo vuelo mal
RESPONDO TODO 🌶,clip_0182,ok,0.818,0.182,0.182,el vista y despues el tiempo pero bueno pero tampoco puedo salir asi,viste y despues el tiempo pero bueno pero tampoco puedo salir a decir
RESPONDO TODO 🌶,clip_0183,ok,1.000,0.154,0.077,pero bueno si hay gente que no que no que no como te gustaria estar de viejo,pero bueno si hay gente que no que no que no como te gustaria estar de viejo
RESPONDO TODO 🌶,clip_0184,ok,0.818,0.000,0.091,ahi onda en un pueblito en las cierras o seguir en la ciudad,ay onda en un pueblito en las sierras o seguir en la ciudad yo creo que
RESPONDO TODO 🌶,clip_0185,ok,0.600,0.100,0.100,me gustaria en barilote en una cabaña en medio de los bosques,me gustaria en bariloche en una cabaña en medio del bosque fin
RESPONDO TODO 🌶,clip_0186,ok,1.000,0.111,0.333,y ahi me quedare no bueno quizas tipo cuando,y ahi bueno y ahi me quedare no bueno quizas tipo cuando o sea
RESPONDO TODO 🌶,clip_0187,ok,0.867,0.333,0.267,o sea que sea el tipo como mas a los 50 y ya cuando tenga 7,cuando o sea que sea tipo como como mas a los 50 y ya cuando tenga 70
RESPONDO TODO 🌶,clip_0188,ok,0.571,0.286,0.357,180 medio como que me vuelo a capital cerali y me he mudado un departamento,80 me veo como que me vuelvo a capital federal y me y me mudo a un departamento
RESPONDO TODO 🌶,clip_0189,ok,0.692,0.231,0.154,la un sanatorio donde cualquier cosa medio como que porque bueno bariloches hermosos,al lado de un sanatorio donde a cualquier cosa me veo como que porque bueno bariloche es hermoso
RESPONDO TODO 🌶,clip_0190,ok,0.938,0.125,0.125,pero viste para llegar viste la ambulancia para que fue lo mas dificil de hacer criado por logos,pero viste para llegar viste a la ambulancia que fue lo mas dificil de hacer criado por lobos
RESPONDO TODO 🌶,clip_0191,ok,0.800,0.133,0.067,la verdad que estoy haciendo no solar durante los sensacios porque al final era como,la verdad que estoy diciendo no llorar durante los ensayos o sea porque al final era como
RESPONDO TODO 🌶,clip_0192,ok,0.909,0.091,0.091,ay no puedo hablar tipono lo podia terminar de hablar ni de verbalizar,ay no puedo hablar tipo no lo podia terminar de hablar ni de verbalizar
RESPONDO TODO 🌶,clip_0193,ok,0.857,0.000,0.214,y aparte que al mismo tiempo le iba descubriendo junto con psicologo junto con mi directora,y aparte que al mismo tiempo lo iba descubriendo junto con mi psicologa junto con mi directora
RESPONDO TODO 🌶,clip_0194,ok,0.812,0.250,0.250,que le iba haciendo ensayando y reescribiendo entonces creo que eso fue como lo mas de piso,a medida que lo iba haciendo ensayando y reescribiendo entonces creo que eso fue como lo mas dificil
RESPONDO TODO 🌶,clip_0195,ok,0.933,0.200,0.267,pero tambien lo mas sanador siendo que me ajusto un monton de cosas la obra,pero tambien lo mas sanador siento que me ajusto un monton de cosas la obra
RESPONDO TODO 🌶,clip_0196,ok,1.000,0.294,0.235,no se que o sea todavia como que no tengo claro pero lo siento como te sentis saliendo de gira,no se que o sea todavia como que no lo tengo claro pero lo siento como te sentis saliendo de gira
RESPONDO TODO 🌶,clip_0197,ok,1.000,0.167,0.250,despues tanto tiempo cansado la verdad que si cansado pero tambien pero muy contento,despues de tanto tiempo cansado no la verdad que si cansado pero tambien pero muy contento
RESPONDO TODO 🌶,clip_0198,ok,1.000,0.250,0.125,muy contento era algo que yo tenia pospuesto desde el 2020 que iba a salir de gira,muy contento era algo que yo tenia pospuesto desde el 2020 que yo iba a salir de gira
RESPONDO TODO 🌶,clip_0199,ok,0.789,0.105,0.211,vino una pandemia de golpe y ahi empezo a hacer streaming o sea streaming en ese mundo se le decia,y vino una pandemia de golpe y ahi empece a hacer streamings o sea streamings en ese momento se les decia
RESPONDO TODO 🌶,clip_0200,ok,0.929,0.286,0.286,a las obras que eran por internet y lo empezas a hacer por internet y despues no se,las obras que eran por internet y lo empece a hacer por internet y despues no se
RESPONDO TODO 🌶,clip_0201,ok,0.941,0.235,0.059,y despues de teatro que se hacen de vista aca en buenos aires era muy dificil llevar invitados,despues de teatro y que se hacen entrevistas aca en buenos aires era muy dificil llevar invitados
RESPONDO TODO 🌶,clip_0202,ok,0.583,0.083,0.000,a otros provincias viste asi que salvo que venia por poniendo hace mucho,a otra provincia viste asi que es algo que venia posponiendo hace mucho
RESPONDO TODO 🌶,clip_0203,ok,0.727,0.091,0.273,y y no hay feliz recordas venerte como algo bello te quiero,y nada feliz recordas bnt como algo bello te quiero pablo
RESPONDO TODO 🌶,clip_0204,ok,0.778,0.111,0.333,si lo recuerdo con algo beisha me preguntaron mucho mucho,si lo recuerdo como algo bello bueno tambien me preguntaron mucho mucho
RESPONDO TODO 🌶,clip_0205,ok,0.500,0.214,0.143,mucho por veneteme me preguntaron mucho por ahora la tia se ve le he hecho pronto,mucho por bnt me preguntaron mucho por la tia sebi de hecho pregunto
RESPONDO TODO 🌶,clip_0206,ok,1.000,0.167,0.111,si me seguia hablando con la otra persona a ver lo que puedo decir para tratar de cerrarlo,si me seguia hablando con la otra persona a ver lo que puedo decir para tratar de cerrarlo
RESPONDO TODO 🌶,clip_0207,ok,1.000,0.222,0.333,lo lo mayor posible y lo mejor posible siento que por respeto,lo mayor posible y lo mejor posible siento que por respeto
RESPONDO TODO 🌶,clip_0208,ok,0.750,0.250,0.167,y por el cariño que tuve y que tengo en el fondo de a mi,y por el cariño que tuve y que tengo en el fondo tambien
RESPONDO TODO 🌶,clip_0209,ok,0.909,0.091,0.273,respetar la voluntad de una persona que no quiere estar expuesto,respetar la voluntad de una persona que no que no quiere estar expuesta
RESPONDO TODO 🌶,clip_0210,ok,0.875,0.188,0.188,y siento que si yo hablo o podigo pelear cosa es exponer a la otra persona,y siento que si yo hablo o digo cualquier cosa es exponer a la otra persona
RESPONDO TODO 🌶,clip_0211,ok,0.941,0.176,0.235,entonces tambien por eso es a mi un poco tambien lo que me pasa con este tema particular,entonces tambien eso es a mi un poco tambien lo que me pasa con este tema en particular
RESPONDO TODO 🌶,clip_0212,ok,0.909,0.182,0.091,pero tambien entiendo que salvo muy querido por la gente que yo tambien,pero tambien entiendo que es algo muy querido por la gente que yo tambien
RESPONDO TODO 🌶,clip_0213,ok,0.625,0.125,0.312,a mi yo lo veo y o sea con ser viralista algo y a veces me ha creido,o sea a mi yo lo veo o sea cuando se viraliza algo a veces me da cringe
RESPONDO TODO 🌶,clip_0214,ok,0.923,0.385,0.231,y a veces me da ternura me arruillo viste como que me genera como algo lindo,y a veces me da ternura me rio viste como que me genera como algo lindo
RESPONDO TODO 🌶,clip_0215,ok,0.667,0.250,0.333,y entiendo que si en si mas a lo que con lo que muchos crecieron bien,y entiendo que si encima es algo que con lo que muchos crecieron viendo
RESPONDO TODO 🌶,clip_0216,ok,0.812,0.312,0.250,es algo que no van a soltar facilmente y yo esto ya lo tengo a su vida,es algo que no van a soltar facilmente y yo eso ya lo tengo asumido
RESPONDO TODO 🌶,clip_0217,ok,0.769,0.231,0.154,pero bueno tampoco tampoco puedo dar mas ni lo que sea diga y conte,pero bueno tampoco tampoco puedo dar mas de lo que ya dije y conte
RESPONDO TODO 🌶,clip_0218,ok,1.000,0.182,0.091,en su momento cuando senti que era el momento para dar explicaciones,en su momento cuando senti que era el momento para dar explicaciones
RESPONDO TODO 🌶,clip_0219,ok,0.923,0.077,0.077,y todo y como bueno ya es un capitulo que lo podemos ir reoneando,y todo y como bueno ya es un capitulo que lo podemos ir redondeando
RESPONDO TODO 🌶,clip_0220,ok,0.636,0.091,0.273,entiendo que duele a chicos pero le juro que si eso pude,entiendo que duela chicos pero les juro que o sea si yo pude
RESPONDO TODO 🌶,clip_0221,ok,0.600,0.200,0.100,que te desbana a poder le juro que van a poder que actitudes ojeitos,ustedes van a poder les juro que van a poder que actitudes o gestos
RESPONDO TODO 🌶,clip_0222,ok,0.923,0.000,0.154,entonces la personalidad de la gente te molesta muchisimo y no se lo comun,en la personalidad de la gente te molesta muchisimo y no se lo comun viste
RESPONDO TODO 🌶,clip_0223,ok,0.545,0.182,0.182,que se hizo bueno no hay algo que venir reba oye sino,o sea que se yo bueno no hay algo que me nerva uy si no
RESPONDO TODO 🌶,clip_0224,ok,0.625,0.125,0.250,eso es de lo que es y la condescendencia la condescendencia,yo se lo que es la condescendencia la condescendencia
RESPONDO TODO 🌶,clip_0225,ok,0.800,0.300,0.200,esa gente que la meculo la mebota no se como explicarlo,ah esa gente que no se la me culo la me bota no se como explicarlo
RESPONDO TODO 🌶,clip_0226,ok,0.733,0.133,0.200,lo habiste como que sabes que ni siquiera sabes si tiene una opinion forma del respecto o,viste como que sabes que ni siquiera sabes si tiene una opinion formada al respecto o si
RESPONDO TODO 🌶,clip_0227,ok,0.933,0.200,0.133,si tipo que yo pero como que te da la razon simplemente como para que le caigas bien,tipo que yo pero o sea como que te da la razon simplemente como para que le caigas bien
RESPONDO TODO 🌶,clip_0228,ok,0.929,0.071,0.143,no se si me explico creo que me explico perfecto menerva lo leo en tres segundos,no se si me explico creo que me explico perfecto me enerva lo leo en tres segundos
RESPONDO TODO 🌶,clip_0229,ok,1.000,0.167,0.167,como estas haciendo please stop no no no no,tipo y es como que estas haciendo please stop stop stop no no
RESPONDO TODO 🌶,clip_0230,ok,0.615,0.231,0.077,no la condescendencia a minchar las pelotas y por la pared tambien siento que condescendencia,no la condescendencia me hincha las pelotas porque aparte tambien siento que condescendencia
RESPONDO TODO 🌶,clip_0231,ok,0.833,0.083,0.000,si es miedo como estimar al otro tambien un poco bueno si viste,es medio como subestimar al otro tambien un poco como ay bueno si viste es como
RESPONDO TODO 🌶,clip_0232,ok,0.500,0.000,0.071,que sacara que haces aja te hablan somos dos adultos hablemos normalmente de que esta sagrado,saca de aca bajate hablame somos dos adultos hablemos normalmente de que estas agradecido hoy
RESPONDO TODO 🌶,clip_0233,ok,0.917,0.083,0.083,uy de muchas cosas pero eso lo dejo para tirar la verdad,uy de muchas cosas pero eso lo dejo para terapia la verdad siguiente pregunta
RESPONDO TODO 🌶,clip_0234,ok,0.632,0.105,0.105,la si tuvias que elegir va a haber que trabajar en el stream del uso de telefee en cualquiera de los dos,ah si tuvieras que elegir volverias a trabajar en el stream de luzu de telefe en cualquiera de los dos
RESPONDO TODO 🌶,clip_0235,ok,0.882,0.118,0.235,bueno igual tambien me llamaron ahora que os se que estoy contando todo me llamaron para estar en gran hermano,bueno igual tambien me llamaron ahora que ya que estoy contando todo me llamaron para estar en gran hermano
RESPONDO TODO 🌶,clip_0236,ok,0.615,0.231,0.308,en no en gran mas facil en el programa confedix tambien con los quienes mucho confedix,no en gran hermano en el programa con fede tambien conozco a el mucho con fede
RESPONDO TODO 🌶,clip_0237,ok,1.000,0.222,0.278,pero en esa dije que no yo pero tambien porque estaba con la gira y todo por eso no pude,pero en esa dije que no yo pero tambien porque estaba con la gira y todo y por eso no pude
RESPONDO TODO 🌶,clip_0238,ok,0.722,0.278,0.056,y me mando un beso agrigo por tenerme en cuenta su momento y me mando un beso ahora que opinas de la idea,pero le mando un beso a griego por tenerme en cuenta en su momento le mando un beso enorme que opinas de la ia
RESPONDO TODO 🌶,clip_0239,ok,1.000,0.231,0.077,crees que nos va a robar el trabajo no creo que nos va a simplificar el trabajo pero siento que,crees que nos va a robar el trabajo no creo que nos va a simplificar el trabajo pero siento que
RESPONDO TODO 🌶,clip_0240,ok,0.812,0.062,0.062,siempre vas a necesitar un humano tipo controlando a la idea asi es porque sea demasiado bueno,siempre vas a necesitar un humano tipo controlando a la ia asi porque sea demasiado buena
RESPONDO TODO 🌶,clip_0241,ok,0.714,0.143,0.143,o demasiado mala el otro es que se llama para no y a voludo,o demasiado mala el otro dia vi una pelicula que se llama para no ia boludo
RESPONDO TODO 🌶,clip_0242,ok,0.786,0.143,0.143,digues esto puede pasar tranquilamente que tan dificil esten una vida privada haciendo conocido,dije esto puede pasar tranquilamente que tan dificil es tener una vida privada siendo conocido
RESPONDO TODO 🌶,clip_0243,ok,0.571,0.190,0.143,no es tan dificil simplemente no sube su historia ya yo no se de subir muchas historias de media dia que es asi si viajo,no es tan dificil no se de subir muchas historias de mi dia a dia quizas si si viajo
RESPONDO TODO 🌶,clip_0244,texto_dudoso,0.455,0.000,0.091,o que yooto con amigos diminish el forgive chromosome como claps,viste o que yo o estoy con amigos que tambien son influencers hueso como bueno si
RESPONDO TODO 🌶,clip_0245,ok,0.769,0.154,0.154,no no creo que sea dificil tambien igual me pasa que en tantos que soy pampeita,no no creo que sea dificil tambien igual me pasa que tampoco es que soy pampita
RESPONDO TODO 🌶,clip_0246,ok,0.611,0.056,0.278,en el destino porque la gente me preside con una camara me pesi en un auto y nada pero estoy,entendes tipo que la gente me persigue con una camara me persiguen con un auto y nada por el estilo
RESPONDO TODO 🌶,clip_0247,texto_dudoso,0.000,0.000,0.000,de esasadelas,o sea soy un influencer tipo vivo en mi casa me cruzo con alguien me dice ay hola como estas me sacas una foto
RESPONDO TODO 🌶,clip_0248,ok,0.929,0.143,0.357,si yo eso es lo maximo igual si una vez me llego que habia una grabacion,si obvio o sea eso es lo maximo igual si una vez me llego que habia una grabacion
RESPONDO TODO 🌶,clip_0249,ok,1.000,0.316,0.000,esto no se si es verdad o me lo hicieron para joderme pero me dijeron que un programa muy importante,esto no se si es verdad o me lo hicieron para joderme pero me dijeron que un programa muy importante
RESPONDO TODO 🌶,clip_0250,ok,1.000,0.000,0.600,tenia una grabacion mia y de otra persona hablando mal de,tenia una grabacion mia y de otra persona hablando mal de x
RESPONDO TODO 🌶,clip_0251,ok,0.765,0.235,0.176,en tal lugar y yo recordaba estar sentado con esta persona pero se va hablando mal titado,en tal lugar y yo recordaba estar sentado con esta persona hablando mal de esta otra
RESPONDO TODO 🌶,clip_0252,ok,0.900,0.300,0.200,en ese mismo lugar yo la grabacion nunca les escuche,en ese mismo lugar yo la grabacion nunca la escuche
RESPONDO TODO 🌶,clip_0253,ok,0.833,0.167,0.250,nunca la pasaron para mi porque si la tienen no interesa despues la comercion,nunca la pasaron para mi porque si la tienen no interesa entonces ponen la conversacion
RESPONDO TODO 🌶,clip_0254,ok,0.812,0.125,0.250,mi aire me interesa en ese programa pero por eso es un rumor que a mi me sigo,mia y no interesa en ese programa pero pero eso es un rumor que a mi me llego
RESPONDO TODO 🌶,clip_0255,ok,1.000,0.357,0.143,pero no y por suerte no salio que se siente haber trascendido generaciones en youtube,pero no y por suerte no salio que se siente haber trascendido generaciones en youtube
RESPONDO TODO 🌶,clip_0256,ok,0.923,0.154,0.231,que los niños crecieron si supon que se refiere a la gente que me encuentro,que los niños crecieron si supongo que se refiere a la gente que me encuentro
RESPONDO TODO 🌶,clip_0257,ok,0.786,0.143,0.071,que esas en la calle o en la celda del teatro todo que tienen tipo de ponele,quizas en la calle o a la salida del teatro todo que tienen tipo ponele
RESPONDO TODO 🌶,clip_0258,ok,0.867,0.067,0.267,22 25 años y me veian desde los 12 15 y nada yo he y en dia,22 25 años y me veian desde los 12 15 y nada y hoy en dia
RESPONDO TODO 🌶,clip_0259,ok,0.688,0.188,0.125,son como personas adultas se necesitan de entrar en niños y son cladurantes de todos estos 10 años,son como personas adultas o sea en ese momento eran niños y yo claro durante todos estos 10 años
RESPONDO TODO 🌶,clip_0260,ok,0.727,0.273,0.364,años tipo me conocieron como bueno siempre me conocieron me he dedicado no y tipo,tipo o sea me conocieron como bueno siempre me conocieron medicado no y tipo
RESPONDO TODO 🌶,clip_0261,ok,0.733,0.267,0.200,y en control te la pudo pero bueno no es que me equilibren en un año,y en control terapeutico pero bueno o sea no es que me equilibre en un año
RESPONDO TODO 🌶,clip_0262,ok,0.765,0.118,0.176,fui equilibrando con los años y si hemos insistido mucho con ir a la trapia y la verdad que veo,fui equilibrando con los años y siempre insisti mucho con ir a terapia y la verdad que veo
RESPONDO TODO 🌶,clip_0263,ok,0.765,0.176,0.176,que muchos de ellos van a tirar a pia o sea y me agradecen por saber gracias a que arranque tirar a pia,que muchos de ellos van a terapia o sea y me agradecen o sea gracias a que arranque terapia
RESPONDO TODO 🌶,clip_0264,ok,0.692,0.154,0.231,tipo siendo que puede mejorar algunas cosas de mi vida poder hacerse las cosas,tipo siento que que pude mejorar algunas cosas de mi vida o poder hacer ciertas cosas
RESPONDO TODO 🌶,clip_0265,ok,0.882,0.176,0.118,que antes no podia ir y digo que bueno obviamente tipo no no nos me lo deben a mi se lo deben a,que antes no podia y digo que bueno obviamente tipo no me lo deben a mi se lo deben al
RESPONDO TODO 🌶,clip_0266,ok,0.750,0.125,0.062,el profesional de la salud cuando este trabajando se le mando un beso enorme a la miabi,al profesional de la salud con el que esten trabajando yo le mando un beso enorme a la mia victoria
RESPONDO TODO 🌶,clip_0267,ok,1.000,0.100,0.100,y a mi psiquiatra tambien pero eso me da como,y a mi psiquiatra tambien pero eso eso me me da como
RESPONDO TODO 🌶,clip_0268,ok,0.846,0.077,0.231,hay no se mucho hay mucha gente tipo tambien que estudia psicologia porque se intereso,ay no se mucha mucha gente tipo tambien que estudia psicologia porque se intereso
RESPONDO TODO 🌶,clip_0269,ok,0.500,0.500,0.000,no tvo,cuando a mi me agarro se acuerdan cuando a mi me agarro como un brote que no brote yo tengo como obsesiones
RESPONDO TODO 🌶,clip_0270,ok,0.867,0.200,0.267,como con las abejas o como ciertas cosas como que me emociones y checo hasta el fondo,como con las abejas o como con ciertas cosas como que me obsesiono y llego hasta el fondo
RESPONDO TODO 🌶,clip_0271,ok,0.824,0.235,0.176,y en ese momento fue el psicoanalisis me via como volado de la cabeza y hice unos videos,y en ese momento fue el psicoanalisis me habia como volado la cabeza y hice algunos videos
