source_id,clip,split,transcript_usability,transcript_reasons,transcript_policy_moderate
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0044,train,questionable,asr_disagreement,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0045,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0046,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0047,train,questionable,asr_disagreement,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0048,train,questionable,possible_entity_error,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0049,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0050,train,questionable,asr_disagreement,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0051,train,questionable,possible_entity_error,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0052,train,questionable,possible_entity_error,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0054,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0055,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0056,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0057,train,bad_candidate,possible_entity_error,exclude
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0058,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0059,train,questionable,asr_disagreement,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0060,train,questionable,asr_disagreement,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0061,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0062,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0067,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0068,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0069,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0070,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0071,train,questionable,asr_disagreement,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0072,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0073,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0074,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0075,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0076,train,questionable,asr_disagreement,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0077,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0078,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0081,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0082,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0083,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0084,train,questionable,asr_disagreement,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0085,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0086,train,questionable,possible_entity_error,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0087,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0088,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0089,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0090,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0091,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0093,train,questionable,asr_disagreement,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0094,train,bad_candidate,possible_timestamp_misalignment,exclude
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0095,train,bad_candidate,possible_timestamp_misalignment,exclude
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0096,train,bad_candidate,possible_timestamp_misalignment,exclude
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0097,train,questionable,asr_disagreement,keep
Profesiones Argentinas DUEÑOS de SALONES de FIESTA,clip_0109,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0004,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0006,train,bad_candidate,possible_audio_text_mismatch,exclude
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0007,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0008,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0009,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0010,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0011,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0012,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0013,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0014,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0015,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0016,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0017,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0018,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0020,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0021,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0022,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0023,train,questionable,possible_entity_error,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0024,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0025,train,bad_candidate,possible_timestamp_misalignment,exclude
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0026,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0027,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0028,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0031,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0032,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0033,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0034,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0035,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0036,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0037,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0038,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0039,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0040,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0041,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0042,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0043,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0044,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0045,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0046,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0047,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0048,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0049,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0050,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0051,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0052,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0053,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0054,train,questionable,possible_entity_error,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0055,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0056,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0058,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0059,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0060,train,questionable,possible_entity_error,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0061,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0062,train,questionable,possible_entity_error,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0063,train,questionable,possible_timestamp_misalignment,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0064,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0065,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0067,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0068,train,questionable,possible_entity_error,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0069,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0070,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0071,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0072,train,questionable,possible_entity_error,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0073,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0074,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0075,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0076,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0077,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0078,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0079,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0080,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0083,train,questionable,asr_disagreement,keep
Profesiones Argentinas EMPLEADOS de PANADERÍAS - T,clip_0084,train,bad_candidate,possible_timestamp_misalignment,exclude
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0005,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0006,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0007,train,questionable,asr_disagreement,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0008,train,questionable,asr_disagreement,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0009,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0010,train,questionable,asr_disagreement,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0011,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0012,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0013,train,questionable,asr_disagreement,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0014,train,questionable,possible_entity_error,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0015,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0016,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0017,train,questionable,asr_disagreement,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0018,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0019,train,questionable,asr_disagreement,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0020,train,questionable,asr_disagreement,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0021,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0022,train,questionable,asr_disagreement,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0023,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0024,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0025,train,questionable,possible_entity_error,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0026,train,questionable,asr_disagreement,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0027,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0028,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0029,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0030,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0031,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0032,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0033,train,questionable,asr_disagreement,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0034,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0036,train,questionable,asr_disagreement,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0037,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0038,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0039,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0040,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0041,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0042,train,questionable,possible_entity_error,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0043,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0044,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0045,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0046,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0047,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0048,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0049,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0050,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0051,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0052,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0053,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0054,train,questionable,possible_entity_error,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0055,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0056,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0057,train,questionable,asr_disagreement,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0058,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0059,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0060,train,bad_candidate,possible_audio_text_mismatch,exclude
Profesiones Argentinas ENCARGADOS de CATERING #Tel,clip_0061,train,bad_candidate,possible_timestamp_misalignment,exclude
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0003,train,questionable,possible_entity_error,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0005,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0006,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0007,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0011,train,questionable,asr_disagreement,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0012,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0013,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0014,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0015,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0016,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0018,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0019,train,questionable,asr_disagreement,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0020,train,questionable,asr_disagreement,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0021,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0022,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0023,train,questionable,asr_disagreement,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0024,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0025,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0026,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0027,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0028,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0029,train,questionable,asr_disagreement,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0030,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0032,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0033,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0035,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0036,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0037,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0038,train,questionable,asr_disagreement,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0041,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0042,train,questionable,possible_entity_error;possible_timestamp_misalignment,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0044,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0045,train,questionable,asr_disagreement,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0046,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0047,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0050,train,questionable,asr_disagreement,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0052,train,questionable,asr_disagreement,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0053,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0054,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0055,train,questionable,asr_disagreement,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0056,train,questionable,asr_disagreement,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0057,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0058,train,questionable,asr_disagreement,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0059,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0060,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0061,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0065,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0066,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0067,train,questionable,asr_disagreement,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0068,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0069,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0070,train,questionable,asr_disagreement,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0071,train,questionable,asr_disagreement,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0072,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0073,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0074,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0077,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0078,train,usable,auto_clean_safe_only_or_no_issue,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0079,train,questionable,asr_disagreement,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0080,train,questionable,possible_entity_error,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0081,train,questionable,possible_entity_error,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0082,train,questionable,asr_disagreement,keep
Profesiones Argentinas PERIODISTAS DEPORTIVOS - Te,clip_0083,train,usable,auto_clean_safe_only_or_no_issue,keep
